ADM2CD_c,NAM_1,NAM_2,score,rank,selected,share_selected,selected_cells,selected_km2,total_cells,total_km2,top10_cells,top10_km2
AGO019001,Moxico Leste,Alto Zambeze,0.7318934202194214,1,False,0.0,0,0.0,9,7.578290516546626,0,0.0
