AOI,n_clusters,priority_area_km2,pop_in_priority,pop_total,pop_pct_in_priority,cropland_km2_in_priority,cropland_km2_total,cropland_pct_in_priority,pop_density_in_priority_per_km2,cropland_density_in_priority_km2_per_km2
moxicoleste,0,0.0,0.0,372044.31,0.0,0.0,51.86,0.0,,
