oi,dj,o_lon,o_lat,d_lon,d_lat
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
4,4,21.319114267909256,-14.209366406880044,21.319114267909256,-14.209366406880044
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,0,19.775879655763177,-12.327112853903545,20.234148233062186,-11.408560902264673
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
4,4,21.319114267909256,-14.209366406880044,21.319114267909256,-14.209366406880044
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
3,3,19.775879655763177,-12.327112853903545,19.775879655763177,-12.327112853903545
