aoi,n_clusters,priority_area_km2,pop_in_priority,pop_total,pop_pct_in_priority,cropland_km2_in_priority,cropland_km2_total,cropland_pct_in_priority,pop_density_in_priority_per_km2,cropland_density_in_priority_km2_per_km2
huambo,2,52.86,31776.0,2997196.75,1.06,34.72,10156.91,0.34,601.14,0.66
