Province (AOI),Municipality (Admin2),Composite score (0–1),Rural poverty index,Food insecurity index,Mean travel time (min),% electrified,Share of province priority area (%)
moxicoleste,Alto Zambeze,0.732,0.739,0.647,196.08,4.3,
