aoi,travel_cut_min,pop_within,cells_within,area_km2_within,pop_pct,cropland_km2,cropland_pct,electrified_cells,electrified_pct,cell_area_km2,note_electrification_denominator_zero,pop_total,cropland_total_km2,electrified_total_cells
moxico,30.0,547077.625,2331.0,2331.0,72.35247916731072,73.11000061035156,21.07038005811867,0.0,,1.0,True,756128.375,346.97998046875,0.0
moxico,60.0,625014.875,7796.0,7796.0,82.65988893751012,130.25999450683594,37.54106917951352,0.0,,1.0,True,756128.375,346.97998046875,0.0
moxico,120.0,665000.125,16655.0,16655.0,87.94804519801284,201.1199951171875,57.96299684076469,0.0,,1.0,True,756128.375,346.97998046875,0.0
moxico,240.0,711221.1875,36605.0,36605.0,94.06090434048319,305.75,88.11747570766167,0.0,,1.0,True,756128.375,346.97998046875,0.0
