aoi,travel_cut_min,pop_within,cells_within,area_km2_within,pop_pct,cropland_km2,cropland_pct,electrified_cells,electrified_pct,cell_area_km2,note_electrification_denominator_zero,pop_total,cropland_total_km2,electrified_total_cells
huambo,30.0,1301172.25,2230.0,2230.0,43.41297413991924,879.6300048828125,8.660409429156335,414.0,70.40816326530613,1.0,False,2997196.75,10156.91015625,588.0
huambo,60.0,1635859.875,7215.0,7215.0,54.579662646437875,2212.27978515625,21.781031348346975,448.0,76.19047619047619,1.0,False,2997196.75,10156.91015625,588.0
huambo,120.0,2438909.75,21964.0,21964.0,81.37302798022853,5996.3701171875,59.03734526486547,563.0,95.74829931972789,1.0,False,2997196.75,10156.91015625,588.0
huambo,240.0,2920311.25,36738.0,36738.0,97.43475299044016,9485.9296875,93.39385247651211,584.0,99.31972789115646,1.0,False,2997196.75,10156.91015625,588.0
