AOI,n_clusters,priority_area_km2,pop_in_priority,pop_total,pop_pct_in_priority,cropland_km2_in_priority,cropland_km2_total,cropland_pct_in_priority,pop_density_in_priority_per_km2,cropland_density_in_priority_km2_per_km2
moxico,0,0.0,0.0,756128.37,0.0,0.0,346.98,0.0,,
