ADM2CD_c,NAM_1,NAM_2,score,rank,selected,share_selected,selected_cells,selected_km2,total_cells,total_km2,top10_cells,top10_km2
AGO003002,Bié,Camacupa,0.7057318459681379,1,False,0.0,0,0.0,123,103.53244700253988,0,0.0
AGO003008,Bié,Kuito,0.6918096159319145,2,True,0.050156739811912224,32,26.894213273904615,638,536.2083688672368,32,26.894213273904615
AGO003009,Bié,N'harea,0.6890625362302742,3,False,0.0,0,0.0,255,214.95544666537808,0,0.0
AGO003001,Bié,Andulo,0.6529441411038498,4,False,0.0,0,0.0,616,519.3509545453741,0,0.0
AGO003003,Bié,Catabola,0.6265425925574651,5,False,0.0,0,0.0,246,206.9543545424237,0,0.0
AGO003004,Bié,Chinguar,0.614318282573254,6,False,0.0,0,0.0,1155,970.5361453432207,0,0.0
AGO003007,Bié,Cunhinga,0.6073025964247952,7,False,0.0,0,0.0,471,396.452167442825,0,0.0
AGO003005,Bié,Chitembo,0.45135629177093506,8,False,0.0,0,0.0,9,7.54923474050009,0,0.0
AGO003006,Bié,Cuemba,,9,False,0.0,0,0.0,0,0.0,0,0.0
