ADM2CD_c,NAM_1,NAM_2,area_km2,pop_total,pop_le60min,pop_le120min,pop_gt120min,cropland_km2,pct_electrified,pct_rural,rural_pop_est,pct_priority,poverty_rural,food_insec_scale,avg_minutes_to_market_financial,rwi_mean,score
AGO015009,Moxico,Lumbala N'guimbo,40869.57580157339,103564.71098431431,47841.67006051401,65266.30610288681,38298.4048814275,90.76337104697761,0.0,0.004347204930914138,450.21702225970876,0.0,0.74,0.684,484.48670994,-0.4505026426231164,0.5528663029136213
AGO015007,Moxico,Luchazes,43583.116600618945,21418.34714524236,0.0,0.0,21418.34714524236,16.42624405876101,0.0,0.0010164355714093933,21.770369919219164,0.0,0.675,0.693,327.54492948,-0.43600167845394094,0.33030979886279715
AGO015002,Moxico,Camanongue,2611.7191451630188,49869.82041472042,44832.22938348218,49565.973843779524,303.84657094089926,19.023638624900094,0.0,0.032622739018087855,1626.8901362683341,0.0,0.728,0.738,101.1294258,-0.3589143027341447,0.2922129083269005
AGO015004,Moxico,Leua,2896.7459870613025,49382.886691036896,41754.64797875149,49185.13534099134,197.7513500455534,17.101570720754815,0.0,0.04363001745200698,2154.576208160423,0.0,0.627,0.784,75.76589778,-0.4146581898568684,0.2523058795815194
AGO015008,Moxico,Luena (moxico),39943.3148003376,531892.5377699069,490586.34134818136,500982.7229455861,30909.81482432084,148.11091922274792,0.0,0.008692540831789863,4623.497602689248,0.0,0.674,0.64,145.56669348,-0.30051782313450426,0.22667255301260872
