ADM2CD_c,NAM_2,NAM_1,communications__telephone,communications__internet,communications__newspaper,communications__radio,communications__television,communications__none,foodinsecurity__went_without_food,foodinsecurity__unable_eat_healthy,foodinsecurity__few_types_of_food,foodinsecurity__skipped_meal,foodinsecurity__ate_less_than_needed,foodinsecurity__ran_out_of_food,foodinsecurity__hungry_did_not_eat,foodinsecurity__without_food_all_day,foodinsecurity__food_insec_scale,infra__electricity,infra__water_storage,infra__veterinarians,infra__banking,infra__mech_agri_equip,infra__agri_schools,infra__primary_schools,infra__field_schools,infra__health_units,infra__agri_stock,outflow__none,outflow__difficult_access_to_village,outflow__insufficient_transport,outflow__lack_conservation_infra,outflow__high_transport_cost,outflow__lack_transport_means,outflow__other,poverty__poverty_rural,poverty__poverty_urban,poverty__poverty_total,productions__diff_access_land,productions__unavailable_agri_land,productions__diff_access_water,productions__rural_exodus,productions__diff_dispose_products,productions__lack_rain,productions__lack_agri_equipment,productions__lack_tech_assist,productions__lack_manpower,productions__diff_access_credit,traveltime__avg_minutes_to_market_financial,waterresources__rivers,waterresources__streams,waterresources__lakes,waterresources__lagoons,waterresources__wells
AGO015002,Camanongue,Moxico,0.47,0.136,0.136,0.7879999999999999,0.136,0.106,0.93,0.168,0.848,0.9059999999999999,0.8690000000000001,0.823,0.655,0.594,0.738,0.045,0.091,0.0,0.0,0.015,0.0,0.303,0.045,0.242,0.015,0.0,0.682,0.9390000000000001,0.955,0.9390000000000001,0.955,0.0,0.728,0.518,0.653,0.106,0.16699999999999998,0.818,0.667,0.909,0.485,1.0,0.909,0.727,0.9390000000000001,101.12942579999999,0.894,0.273,0.045,0.106,0.03
AGO015004,Leua,Moxico,0.467,0.174,0.011000000000000001,0.7829999999999999,0.141,0.152,0.9420000000000001,0.23399999999999999,0.914,0.9229999999999999,0.848,0.815,0.845,0.753,0.784,0.185,0.109,0.0,0.0,0.022000000000000002,0.011000000000000001,0.261,0.065,0.163,0.043,0.076,0.62,0.848,0.8590000000000001,0.7929999999999999,0.7170000000000001,0.0,0.627,0.565,0.614,0.0,0.022000000000000002,0.5870000000000001,0.5429999999999999,0.815,0.478,0.946,0.8909999999999999,0.7170000000000001,0.9129999999999999,75.76589778,0.826,0.13,0.054000000000000006,0.13,0.065
AGO015007,Luchazes,Moxico,0.282,0.0,0.0,0.154,0.128,0.615,0.9109999999999999,0.34299999999999997,0.797,0.905,0.725,0.804,0.598,0.456,0.693,0.051,0.179,0.0,0.026000000000000002,0.0,0.0,0.231,0.051,0.179,0.051,0.026000000000000002,0.718,0.718,0.846,0.769,0.667,0.0,0.675,0.0,0.675,0.077,0.051,0.462,0.436,0.9740000000000001,0.231,0.9490000000000001,0.846,0.385,0.7440000000000001,327.54492948,0.9229999999999999,0.48700000000000004,0.128,0.154,0.051
AGO015008,Luena (moxico),Moxico,0.43700000000000006,0.063,0.068,0.777,0.175,0.126,0.895,0.209,0.746,0.867,0.8420000000000001,0.73,0.515,0.325,0.64,0.049,0.155,0.005,0.005,0.01,0.005,0.252,0.11199999999999999,0.184,0.01,0.028999999999999998,0.5489999999999999,0.738,0.898,0.752,0.65,0.0,0.674,0.32299999999999995,0.405,0.044000000000000004,0.131,0.29600000000000004,0.311,0.888,0.087,0.937,0.6890000000000001,0.369,0.7140000000000001,145.56669348,0.8640000000000001,0.35,0.044000000000000004,0.083,0.015
AGO015009,Lumbala N'guimbo,Moxico,0.10800000000000001,0.032,0.0,0.059000000000000004,0.027000000000000003,0.865,0.948,0.293,0.772,0.8759999999999999,0.8009999999999999,0.764,0.607,0.36,0.684,0.016,0.076,0.011000000000000001,0.005,0.016,0.0,0.124,0.07,0.092,0.011000000000000001,0.005,0.7509999999999999,0.8220000000000001,0.9570000000000001,0.8270000000000001,0.816,0.0,0.74,0.625,0.708,0.081,0.07,0.486,0.36200000000000004,0.941,0.368,0.924,0.741,0.41100000000000003,0.757,484.48670994,0.746,0.314,0.022000000000000002,0.124,0.124
