AOI,n_clusters,priority_area_km2,pop_in_priority,pop_total,pop_pct_in_priority,cropland_km2_in_priority,cropland_km2_total,cropland_pct_in_priority,pop_density_in_priority_per_km2,cropland_density_in_priority_km2_per_km2
bie,1,26.89,18307.0,2159939.0,0.85,11.17,5923.75,0.19,680.81,0.42
