ADM2CD_c,NAM_2,poverty_rural,cum_pop_share,cum_benefit_share
AGO019003,Kameia Lumege,0.742,0.1173968427241635,0.0
AGO019001,Alto Zambeze,0.7390000000000001,0.559020566181828,0.0
AGO019005,Luacano,0.0,0.6420357984693399,0.0
AGO019006,Luau,0.0,1.0,0.0
