AOI,preset,n_clusters,priority_area_km2,pop_in_priority,pop_total,pop_pct_in_priority,cropland_km2_in_priority,cropland_km2_total,cropland_pct_in_priority,pop_density_in_priority_per_km2,cropland_density_in_priority_km2_per_km2,tt_health_mean_min,tt_edu_mean_min,gsl_median_days,spei12_events_mean,dre_demand_total,building_density_mean
benguela,balanced,6,768.89,324636.0,3271805.25,9.92,566.38,12477.71,4.54,422.21,0.74,14.11,8.11,256.21,18.19,97789.9,0.02
