aoi,travel_cut_min,pop_within,cells_within,area_km2_within,pop_pct,cropland_km2,cropland_pct,electrified_cells,electrified_pct,cell_area_km2,note_electrification_denominator_zero,pop_total,cropland_total_km2,electrified_total_cells
bie,30.0,803716.5,2460.0,2460.0,37.210148064366635,640.5499877929688,10.813251534804284,247.0,72.22222222222221,1.0,False,2159939.0,5923.75,342.0
bie,60.0,1200586.25,8622.0,8622.0,55.58426650011875,1905.7099609375,32.17066825807132,308.0,90.05847953216374,1.0,False,2159939.0,5923.75,342.0
bie,120.0,1772114.0,25015.0,25015.0,82.0446318159911,4507.7900390625,76.09689873918548,331.0,96.78362573099415,1.0,False,2159939.0,5923.75,342.0
bie,240.0,2098088.0,51076.0,51076.0,97.13644690891734,5606.18994140625,94.63920559453472,342.0,100.0,1.0,False,2159939.0,5923.75,342.0
