ADM2CD_c,NAM_1,NAM_2,lon,lat,pop,rwi_z,mass,share_selected,selected,in_priority_mask
AGO015002,Moxico,Camanongue,20.234148233062182,-11.408560902264671,50559.13671875,-0.18116619,48269.23540366115,0.0,False,False
AGO015004,Moxico,Leua,20.575466459751222,-11.743383042242654,49109.5546875,-0.20893438,46544.38699236419,0.0,False,False
AGO015007,Moxico,Luchazes,19.52930190988508,-13.751174000656553,21421.6953125,-0.21669744,20261.18860143097,0.0,False,False
AGO015008,Moxico,Luena (moxico),19.775879655763177,-12.327112853903545,531166.75,-0.14870125,511420.4679206908,0.0,False,False
AGO015009,Moxico,Lumbala N'guimbo,21.319114267909256,-14.209366406880044,103871.2109375,-0.22472993,98035.4662446538,0.0,False,False
